motivation,engagement,prior_gpa,age,study_hours,treatment,y0,y1,outcome,uplift
0.4967141530112327,1,3.0051764226182325,18,1.8849866406742057,0,1.857291482354948,2.257291482354948,1.857291482354948,0.3999999999999999
-0.13826430117118466,0,2.1501003659094113,19,0.6818811410525096,0,0.9921287897361714,0.9921287897361714,0.9921287897361714,0.0
0.6476885381006925,1,3.344907128150176,21,4.002894780550509,0,2.5286936138513623,2.928693613851362,2.5286936138513623,0.3999999999999999
1.5230298564080254,1,2.9448501882644926,19,4.4510741853524785,0,2.7582703908445194,3.1582703908445193,2.7582703908445194,0.3999999999999999
-0.23415337472333597,1,2.8494021578125057,24,3.4110124005168103,0,2.0677898534702237,2.4677898534702236,2.0677898534702237,0.3999999999999999
-0.23413695694918055,0,1.6636696082206663,18,2.710534026339453,0,1.2987149956760087,1.2987149956760087,1.2987149956760087,0.0
1.5792128155073915,1,3.0728431176447386,24,2.8918212979444275,0,2.3289874318240464,2.7289874318240464,2.3289874318240464,0.3999999999999999
0.7674347291529088,0,2.4670902372116457,20,1.63286672744925,0,1.6107384298144867,1.6107384298144867,1.6107384298144867,0.0
-0.4694743859349521,0,2.6881749465083,22,2.9241659838348246,0,1.905873850815689,1.905873850815689,1.905873850815689,0.0
0.5425600435859647,0,2.8692004203970702,18,2.4652114502558304,1,2.087240824136,2.087240824136,2.087240824136,0.0
-0.46341769281246226,1,2.694794287003589,24,3.676542235467525,0,1.9834708492305275,2.3834708492305277,1.9834708492305275,0.40000000000000013
-0.46572975357025687,0,2.5790920124678482,19,1.8525862573076028,0,1.4592541626088515,1.4592541626088515,1.4592541626088515,0.0
0.24196227156603412,0,2.8388755704839292,20,0.8417973955959068,0,1.4118960324257925,1.4118960324257925,1.4118960324257925,0.0
-1.913280244657798,0,1.8778164720902442,18,2.0855057858201023,0,0.9743316347162532,0.9743316347162532,0.9743316347162532,0.0
-1.7249178325130328,0,1.567211206981983,19,2.3099386810210842,0,0.9481905366879962,0.9481905366879962,0.9481905366879962,0.0
-0.5622875292409727,0,2.268940048207874,24,4.20812054073328,0,1.940461868114677,1.940461868114677,1.940461868114677,0.0
